ASV	1CH	5	11	And the sons of Gad dwelt over against them, in the land of Bashan unto Salecah:
ASV	1CH	5	12	Joel the chief, and Shapham the second, and Janai, and Shaphat in Bashan.
ASV	1CH	5	13	And their brethren of their fathers’ houses: Michael, and Meshullam, and Sheba, and Jorai, and Jacan, and Zia, and Eber, seven.
ASV	1CH	5	14	These were the sons of Abihail, the son of Huri, the son of Jaroah, the son of Gilead, the son of Michael, the son of Jeshishai, the son of Jahdo, the son of Buz;
ASV	1CH	5	15	Ahi the son of Abdiel, the son of Guni, chief of their fathers’ houses.
ASV	1CH	5	16	And they dwelt in Gilead in Bashan, and in its towns, and in all the suburbs of Sharon, as far as their borders.
ASV	1CH	5	17	All these were reckoned by genealogies in the days of Jotham king of Judah, and in the days of Jeroboam king of Israel.
ASV	1CH	5	18	The sons of Reuben, and the Gadites, and the half-tribe of Manasseh, of valiant men, men able to bear buckler and sword, and to shoot with bow, and skilful in war, were forty and four thousand seven hundred and threescore, that were able to go forth to war.
ASV	1CH	5	19	And they made war with the Hagrites, with Jetur, and Naphish, and Nodab.
ASV	1CH	5	20	And they were helped against them, and the Hagrites were delivered into their hand, and all that were with them; for they cried to God in the battle, and he was entreated of them, because they put their trust in him.
ASV	1CH	5	21	And they took away their cattle; of their camels fifty thousand, and of sheep two hundred and fifty thousand, and of asses two thousand, and of men a hundred thousand.
ASV	1CH	5	22	For there fell many slain, because the war was of God. And they dwelt in their stead until the captivity.
ASV	1CH	5	23	And the children of the half-tribe of Manasseh dwelt in the land: they increased from Bashan unto Baal-hermon and Senir and mount Hermon.
ASV	1CH	5	24	And these were the heads of their fathers’ houses: even Epher, and Ishi, and Eliel, and Azriel, and Jeremiah, and Hodaviah, and Jahdiel, mighty men of valor, famous men, heads of their fathers’ houses.
ASV	1CH	5	25	And they trespassed against the God of their fathers, and played the harlot after the gods of the peoples of the land, whom God destroyed before them.
ASV	1CH	5	26	And the God of Israel stirred up the spirit of Pul king of Assyria, and the spirit of Tilgath-pilneser king of Assyria, and he carried them away, even the Reubenites, and the Gadites, and the half-tribe of Manasseh, and brought them unto Halah, and Habor, and Hara, and to the river of Gozan, unto this day.
ASV	1CH	6	1	The sons of Levi: Gershon, Kohath, and Merari.
ASV	1CH	6	2	And the sons of Kohath: Amram, Izhar, and Hebron, and Uzziel.
ASV	1CH	6	3	And the children of Amram: Aaron, and Moses, and Miriam. And the sons of Aaron: Nadab, and Abihu, Eleazar, and Ithamar.
ASV	1CH	6	4	Eleazar begat Phinehas, Phinehas begat Abishua,
ASV	1CH	6	5	and Abishua begat Bukki, and Bukki begat Uzzi,
ASV	1CH	6	6	and Uzzi begat Zerahiah, and Zerahiah begat Meraioth,
ASV	1CH	6	7	Meraioth begat Amariah, and Amariah begat Ahitub,
ASV	1CH	6	8	and Ahitub begat Zadok, and Zadok begat Ahimaaz,
ASV	1CH	6	9	and Ahimaaz begat Azariah, and Azariah begat Johanan,
ASV	1CH	6	10	and Johanan begat Azariah (he it is that executed the priest’s office in the house that Solomon built in Jerusalem),
ASV	1CH	6	11	and Azariah begat Amariah, and Amariah begat Ahitub,
ASV	1CH	6	12	and Ahitub begat Zadok, and Zadok begat Shallum,
ASV	1CH	6	13	and Shallum begat Hilkiah, and Hilkiah begat Azariah,
ASV	1CH	6	14	and Azariah begat Seraiah, and Seraiah begat Jehozadak;
ASV	1CH	6	15	And Jehozadak went into captivity , when Jehovah carried away Judah and Jerusalem by the hand of Nebuchadnezzar.
ASV	1CH	6	16	The sons of Levi: Gershom, Kohath, and Merari.
ASV	1CH	6	17	And these are the names of the sons of Gershom: Libni and Shimei.
ASV	1CH	6	18	And the sons of Kohath were Amram, and Izhar, and Hebron, and Uzziel.
ASV	1CH	6	19	The sons of Merari: Mahli and Mushi. And these are the families of the Levites according to their fathers’ houses .
ASV	1CH	6	20	Of Gershom: Libni his son, Jahath his son, Zimmah his son,
ASV	1CH	6	21	Joah his son, Iddo his son, Zerah his son, Jeatherai his son.
ASV	1CH	6	22	The sons of Kohath: Amminadab his son, Korah his son, Assir his son,
ASV	1CH	6	23	Elkanah his son, and Ebiasaph his son, and Assir his son,
ASV	1CH	6	24	Tahath his son, Uriel his son, Uzziah his son, and Shaul his son.
ASV	1CH	6	25	And the sons of Elkanah: Amasai, and Ahimoth.
ASV	1CH	6	26	As for Elkanah, the sons of Elkanah: Zophai his son, and Nahath his son,
ASV	1CH	6	27	Eliab his son, Jeroham his son, Elkanah his son.
ASV	1CH	6	28	And the sons of Samuel: the first-born, Joel , and the second Abijah.
ASV	1CH	6	29	The sons of Merari: Mahli, Libni his son, Shimei his son, Uzzah his son,
ASV	1CH	6	30	Shimea his son, Haggiah his son, Asaiah his son.
ASV	1CH	6	31	And these are they whom David set over the service of song in the house of Jehovah, after that the ark had rest.
ASV	1CH	6	32	And they ministered with song before the tabernacle of the tent of meeting, until Solomon had built the house of Jehovah in Jerusalem: and they waited on their office according to their order.
ASV	1CH	6	33	And these are they that waited, and their sons. Of the sons of the Kohathites: Heman the singer, the son of Joel, the son of Samuel,
ASV	1CH	6	34	the son of Elkanah, the son of Jeroham, the son of Eliel, the son of Toah,
ASV	1CH	6	35	the son of Zuph, the son of Elkanah, the son of Mahath, the son of Amasai,
ASV	1CH	6	36	the son of Elkanah, the son of Joel, the son of Azariah, the son of Zephaniah,
ASV	1CH	6	37	the son of Tahath, the son of Assir, the son of Ebiasaph, the son of Korah,
ASV	1CH	6	38	the son of Izhar, the son of Kohath, the son of Levi, the son of Israel.
ASV	1CH	6	39	And his brother Asaph, who stood on his right hand, even Asaph the son of Berechiah, the son of Shimea,
ASV	1CH	6	40	the son of Michael, the son of Baaseiah, the son of Malchijah,
ASV	1CH	6	41	the son of Ethni, the son of Zerah, the son of Adaiah,
ASV	1CH	6	42	the son of Ethan, the son of Zimmah, the son of Shimei,
ASV	1CH	6	43	the son of Jahath, the son of Gershom, the son of Levi.
ASV	1CH	6	44	And on the left hand their brethren the sons of Merari: Ethan the son of Kishi, the son of Abdi, the son of Malluch,
ASV	1CH	6	45	the son of Hashabiah, the son of Amaziah, the son of Hilkiah,
ASV	1CH	6	46	the son of Amzi, the son of Bani, the son of Shemer,
ASV	1CH	6	47	the son of Mahli, the son of Mushi, the son of Merari, the son of Levi.
ASV	1CH	6	48	And their brethren the Levites were appointed for all the service of the tabernacle of the house of God.
ASV	1CH	6	49	But Aaron and his sons offered upon the altar of burnt-offering, and upon the altar of incense, for all the work of the most holy place, and to make atonement for Israel, according to all that Moses the servant of God had commanded.
ASV	1CH	6	50	And these are the sons of Aaron: Eleazar his son, Phinehas his son, Abishua his son,
ASV	1CH	6	51	Bukki his son, Uzzi his son, Zerahiah his son,
ASV	1CH	6	52	Meraioth his son, Amariah his son, Ahitub his son,
ASV	1CH	6	53	Zadok his son, Ahimaaz his son.
ASV	1CH	6	54	Now these are their dwelling-places according to their encampments in their borders: to the sons of Aaron, of the families of the Kohathites (for theirs was the first lot),
ASV	1CH	6	55	to them they gave Hebron in the land of Judah, and the suburbs thereof round about it;
